,memberStateCode,memberStateName,beginDate,endDate,weekNumber,price,unit,marketingYear,stage,type,variety
1359,IT,Italy,13/02/2017,19/02/2017,25,670.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1360,IT,Italy,20/03/2017,26/03/2017,30,670.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1361,IT,Italy,23/01/2017,29/01/2017,22,670.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1362,IT,Italy,12/06/2017,18/06/2017,42,640.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1363,IT,Italy,15/05/2017,21/05/2017,38,640.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1364,IT,Italy,05/09/2016,11/09/2016,2,740.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1365,IT,Italy,11/07/2016,17/07/2016,46,740.0,Tonne,2015/2016,Milled parboiled,Japonica,Ribe
1366,IT,Italy,08/02/2016,14/02/2016,24,800.0,Tonne,2015/2016,Milled parboiled,Japonica,Ribe
1367,IT,Italy,18/02/2019,24/02/2019,25,885.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1368,IT,Italy,17/06/2019,23/06/2019,42,875.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1369,IT,Italy,15/01/2018,21/01/2018,20,780.0,Tonne,2017/2018,Milled parboiled,Japonica,Ribe
1370,IT,Italy,09/07/2018,15/07/2018,45,890.0,Tonne,2017/2018,Milled parboiled,Japonica,Ribe
1371,IT,Italy,27/03/2017,02/04/2017,31,670.0,Tonne,2016/2017,Milled parboiled,Japonica,Ribe
1372,IT,Italy,07/06/2021,13/06/2021,41,905.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1373,IT,Italy,31/05/2021,06/06/2021,40,907.5,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1374,IT,Italy,08/07/2019,14/07/2019,45,875.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1375,IT,Italy,16/12/2019,22/12/2019,16,950.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1376,IT,Italy,14/10/2019,20/10/2019,7,880.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1377,IT,Italy,07/10/2019,13/10/2019,6,880.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1378,IT,Italy,03/02/2020,09/02/2020,23,945.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1379,IT,Italy,01/10/2018,07/10/2018,5,720.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1380,IT,Italy,20/08/2018,26/08/2018,51,890.0,Tonne,2017/2018,Milled parboiled,Japonica,Ribe
1381,IT,Italy,04/03/2019,10/03/2019,27,885.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1382,IT,Italy,11/02/2019,17/02/2019,24,885.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1383,IT,Italy,31/12/2018,06/01/2019,18,790.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1384,IT,Italy,10/12/2018,16/12/2018,15,790.0,Tonne,2018/2019,Milled parboiled,Japonica,Ribe
1385,IT,Italy,11/10/2021,17/10/2021,7,800.0,Tonne,2021/2022,Milled parboiled,Japonica,Ribe
1386,IT,Italy,27/09/2021,03/10/2021,5,780.0,Tonne,2021/2022,Milled parboiled,Japonica,Ribe
1387,IT,Italy,19/07/2021,25/07/2021,47,915.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1388,IT,Italy,28/06/2021,04/07/2021,44,905.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1389,IT,Italy,21/06/2021,27/06/2021,43,905.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1390,IT,Italy,13/12/2021,19/12/2021,16,920.0,Tonne,2021/2022,Milled parboiled,Japonica,Ribe
1391,IT,Italy,20/07/2020,26/07/2020,47,980.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1392,IT,Italy,13/07/2020,19/07/2020,46,980.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1393,IT,Italy,06/07/2020,12/07/2020,45,980.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1394,IT,Italy,22/06/2020,28/06/2020,43,980.0,Tonne,2019/2020,Milled parboiled,Japonica,Ribe
1395,IT,Italy,12/10/2020,18/10/2020,7,945.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1396,IT,Italy,16/11/2020,22/11/2020,12,955.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1397,IT,Italy,02/11/2020,08/11/2020,10,955.0,Tonne,2020/2021,Milled parboiled,Japonica,Ribe
1452,IT,Italy,21/01/2002,27/01/2002,21,296.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1453,IT,Italy,14/01/2002,20/01/2002,20,296.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1454,IT,Italy,07/01/2002,13/01/2002,19,296.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1455,IT,Italy,08/04/2002,14/04/2002,32,301.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1456,IT,Italy,25/03/2002,31/03/2002,30,296.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1457,IT,Italy,04/02/2002,10/02/2002,23,296.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1458,IT,Italy,22/04/2002,28/04/2002,34,305.0,Tonne,2001/2002,Paddy,Indica,Thaibonnet
1459,IT,Italy,05/03/2001,11/03/2001,27,299.55,Tonne,2000/2001,Paddy,Indica,Thaibonnet
1460,IT,Italy,12/02/2001,18/02/2001,24,296.96,Tonne,2000/2001,Paddy,Indica,Thaibonnet
1461,IT,Italy,23/04/2001,29/04/2001,34,304.71,Tonne,2000/2001,Paddy,Indica,Thaibonnet
1462,IT,Italy,16/04/2001,22/04/2001,33,304.71,Tonne,2000/2001,Paddy,Indica,Thaibonnet
1463,IT,Italy,14/03/2005,20/03/2005,29,173.0,Tonne,2004/2005,Paddy,Indica,Thaibonnet
1464,IT,Italy,11/11/2002,17/11/2002,11,273.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1465,IT,Italy,21/10/2002,27/10/2002,8,268.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1466,IT,Italy,13/01/2003,19/01/2003,20,273.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1467,IT,Italy,09/12/2002,15/12/2002,15,273.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1468,IT,Italy,03/02/2003,09/02/2003,23,273.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1469,IT,Italy,28/04/2003,04/05/2003,35,283.0,Tonne,2002/2003,Paddy,Indica,Thaibonnet
1470,IT,Italy,17/11/2003,23/11/2003,12,249.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1471,IT,Italy,12/01/2004,18/01/2004,20,254.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1472,IT,Italy,19/04/2004,25/04/2004,34,265.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1473,IT,Italy,29/03/2004,04/04/2004,31,265.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1474,IT,Italy,21/06/2004,27/06/2004,43,288.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1475,IT,Italy,10/05/2004,16/05/2004,37,265.0,Tonne,2003/2004,Paddy,Indica,Thaibonnet
1476,IT,Italy,13/12/2004,19/12/2004,16,165.0,Tonne,2004/2005,Paddy,Indica,Thaibonnet
1477,IT,Italy,23/05/2005,29/05/2005,39,190.0,Tonne,2004/2005,Paddy,Indica,Thaibonnet
1478,IT,Italy,08/01/2007,14/01/2007,19,250.0,Tonne,2006/2007,Paddy,Indica,Thaibonnet
1479,IT,Italy,12/03/2007,18/03/2007,28,240.0,Tonne,2006/2007,Paddy,Indica,Thaibonnet
1480,IT,Italy,26/02/2007,04/03/2007,26,240.0,Tonne,2006/2007,Paddy,Indica,Thaibonnet
1481,IT,Italy,25/06/2007,01/07/2007,43,260.0,Tonne,2006/2007,Paddy,Indica,Thaibonnet
1482,IT,Italy,12/11/2007,18/11/2007,11,288.0,Tonne,2007/2008,Paddy,Indica,Thaibonnet
1483,IT,Italy,03/03/2008,09/03/2008,27,385.0,Tonne,2007/2008,Paddy,Indica,Thaibonnet
1484,IT,Italy,03/10/2005,09/10/2005,6,173.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1485,IT,Italy,30/05/2005,05/06/2005,40,190.0,Tonne,2004/2005,Paddy,Indica,Thaibonnet
1486,IT,Italy,05/12/2005,11/12/2005,15,200.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1487,IT,Italy,21/11/2005,27/11/2005,13,192.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1488,IT,Italy,16/01/2006,22/01/2006,21,220.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1489,IT,Italy,02/01/2006,08/01/2006,19,210.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1490,IT,Italy,08/05/2006,14/05/2006,37,235.0,Tonne,2005/2006,Paddy,Indica,Thaibonnet
1491,IT,Italy,14/12/2009,20/12/2009,16,270.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1492,IT,Italy,22/03/2010,28/03/2010,30,240.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1493,IT,Italy,08/03/2010,14/03/2010,28,260.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1494,IT,Italy,25/01/2010,31/01/2010,22,275.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1495,IT,Italy,04/02/2008,10/02/2008,23,325.0,Tonne,2007/2008,Paddy,Indica,Thaibonnet
1496,IT,Italy,28/04/2008,04/05/2008,35,480.0,Tonne,2007/2008,Paddy,Indica,Thaibonnet
1497,IT,Italy,31/03/2008,06/04/2008,31,425.0,Tonne,2007/2008,Paddy,Indica,Thaibonnet
1498,IT,Italy,27/10/2008,02/11/2008,9,335.0,Tonne,2008/2009,Paddy,Indica,Thaibonnet
1499,IT,Italy,24/11/2008,30/11/2008,13,335.0,Tonne,2008/2009,Paddy,Indica,Thaibonnet
1500,IT,Italy,17/01/2011,23/01/2011,21,290.0,Tonne,2010/2011,Paddy,Indica,Thaibonnet
1501,IT,Italy,14/03/2011,20/03/2011,29,320.0,Tonne,2010/2011,Paddy,Indica,Thaibonnet
1502,IT,Italy,30/03/2009,05/04/2009,31,300.0,Tonne,2008/2009,Paddy,Indica,Thaibonnet
1503,IT,Italy,13/07/2009,19/07/2009,46,235.0,Tonne,2008/2009,Paddy,Indica,Thaibonnet
1504,IT,Italy,18/01/2010,24/01/2010,21,280.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1505,IT,Italy,11/01/2010,17/01/2010,20,280.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1506,IT,Italy,23/05/2011,29/05/2011,39,325.0,Tonne,2010/2011,Paddy,Indica,Thaibonnet
1507,IT,Italy,09/05/2011,15/05/2011,37,320.0,Tonne,2010/2011,Paddy,Indica,Thaibonnet
1508,IT,Italy,26/03/2012,01/04/2012,31,270.0,Tonne,2011/2012,Paddy,Indica,Thaibonnet
1509,IT,Italy,12/03/2012,18/03/2012,29,270.0,Tonne,2011/2012,Paddy,Indica,Thaibonnet
1510,IT,Italy,03/05/2010,09/05/2010,36,225.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1511,IT,Italy,07/06/2010,13/06/2010,41,220.0,Tonne,2009/2010,Paddy,Indica,Thaibonnet
1512,IT,Italy,17/02/2014,23/02/2014,25,264.0,Tonne,2013/2014,Paddy,Indica,Thaibonnet
1513,IT,Italy,16/06/2014,22/06/2014,42,220.0,Tonne,2013/2014,Paddy,Indica,Thaibonnet
1514,IT,Italy,25/06/2012,01/07/2012,44,300.0,Tonne,2011/2012,Paddy,Indica,Thaibonnet
1515,IT,Italy,01/10/2012,07/10/2012,5,292.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1516,IT,Italy,03/12/2012,09/12/2012,14,293.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1517,IT,Italy,01/04/2013,07/04/2013,31,293.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1518,IT,Italy,17/06/2013,23/06/2013,42,305.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1519,IT,Italy,27/05/2013,02/06/2013,39,293.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1520,IT,Italy,22/07/2013,28/07/2013,47,335.0,Tonne,2012/2013,Paddy,Indica,Thaibonnet
1521,IT,Italy,06/04/2015,12/04/2015,32,336.0,Tonne,2014/2015,Paddy,Indica,Thaibonnet
1522,IT,Italy,09/11/2015,15/11/2015,11,307.0,Tonne,2015/2016,Paddy,Indica,Thaibonnet
1523,IT,Italy,13/01/2014,19/01/2014,20,259.0,Tonne,2013/2014,Paddy,Indica,Thaibonnet
1719,IT,Italy,09/11/2020,15/11/2020,11,328.0,Tonne,2020/2021,Paddy,Indica,Long B
1720,IT,Italy,28/09/2020,04/10/2020,5,298.0,Tonne,2020/2021,Paddy,Indica,Long B
1721,IT,Italy,25/11/2019,01/12/2019,13,288.0,Tonne,2019/2020,Paddy,Indica,Long B
1722,IT,Italy,09/03/2020,15/03/2020,28,285.0,Tonne,2019/2020,Paddy,Indica,Long B
1723,IT,Italy,29/06/2020,05/07/2020,44,340.0,Tonne,2019/2020,Paddy,Indica,Long B
1724,IT,Italy,31/12/2018,06/01/2019,18,307.0,Tonne,2018/2019,Paddy,Indica,Long B
1725,IT,Italy,06/12/2021,12/12/2021,15,380.0,Tonne,2021/2022,Paddy,Indica,Long B
1726,IT,Italy,01/11/2021,07/11/2021,10,380.0,Tonne,2021/2022,Paddy,Indica,Long B
1727,IT,Italy,18/03/2019,24/03/2019,29,307.0,Tonne,2018/2019,Paddy,Indica,Long B
1728,IT,Italy,25/02/2019,03/03/2019,26,327.0,Tonne,2018/2019,Paddy,Indica,Long B
1729,IT,Italy,14/10/2019,20/10/2019,7,269.0,Tonne,2019/2020,Paddy,Indica,Long B
1730,IT,Italy,11/02/2019,17/02/2019,24,327.0,Tonne,2018/2019,Paddy,Indica,Long B
1731,IT,Italy,14/12/2020,20/12/2020,16,328.0,Tonne,2020/2021,Paddy,Indica,Long B
1732,IT,Italy,22/02/2021,28/02/2021,26,370.0,Tonne,2020/2021,Paddy,Indica,Long B
1733,IT,Italy,08/02/2021,14/02/2021,24,375.0,Tonne,2020/2021,Paddy,Indica,Long B
1734,IT,Italy,21/06/2021,27/06/2021,43,380.0,Tonne,2020/2021,Paddy,Indica,Long B
1797,IT,Italy,07/12/2020,13/12/2020,15,911.11,Tonne,2020/2021,Milled non parboiled,Japonica,Selenio
1798,IT,Italy,14/02/2022,20/02/2022,25,1085.0,Tonne,2021/2022,Milled non parboiled,Japonica,Selenio
1799,IT,Italy,10/01/2022,16/01/2022,20,1033.0,Tonne,2021/2022,Milled non parboiled,Japonica,Selenio
1800,IT,Italy,23/07/2018,29/07/2018,47,714.44,Tonne,2017/2018,Milled non parboiled,Japonica,Selenio
1801,IT,Italy,28/10/2019,03/11/2019,9,850.0,Tonne,2019/2020,Milled non parboiled,Japonica,Selenio
1802,IT,Italy,21/10/2019,27/10/2019,8,850.0,Tonne,2019/2020,Milled non parboiled,Japonica,Selenio
1803,IT,Italy,26/08/2019,01/09/2019,52,843.33,Tonne,2018/2019,Milled non parboiled,Japonica,Selenio
1804,IT,Italy,22/07/2019,28/07/2019,47,853.33,Tonne,2018/2019,Milled non parboiled,Japonica,Selenio
1805,IT,Italy,17/06/2019,23/06/2019,42,863.33,Tonne,2018/2019,Milled non parboiled,Japonica,Selenio
1806,IT,Italy,31/08/2020,06/09/2020,1,895.56,Tonne,2020/2021,Milled non parboiled,Japonica,Selenio
1807,IT,Italy,04/06/2018,10/06/2018,40,698.89,Tonne,2017/2018,Milled non parboiled,Japonica,Selenio
1808,IT,Italy,28/05/2018,03/06/2018,39,698.89,Tonne,2017/2018,Milled non parboiled,Japonica,Selenio
1809,IT,Italy,05/03/2018,11/03/2018,27,636.67,Tonne,2017/2018,Milled non parboiled,Japonica,Selenio
1810,IT,Italy,01/01/2018,07/01/2018,18,635.56,Tonne,2017/2018,Milled non parboiled,Japonica,Selenio
1834,IT,Italy,25/04/2022,01/05/2022,35,970.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1835,IT,Italy,28/03/2022,03/04/2022,31,970.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1836,IT,Italy,24/01/2022,30/01/2022,22,880.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1837,IT,Italy,27/01/2020,02/02/2020,22,750.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1838,IT,Italy,01/06/2020,07/06/2020,40,850.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1839,IT,Italy,08/03/2021,14/03/2021,28,820.0,Tonne,2020/2021,Milled parboiled,Indica,Long B
1840,IT,Italy,27/09/2021,03/10/2021,5,700.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1841,IT,Italy,19/07/2021,25/07/2021,47,820.0,Tonne,2020/2021,Milled parboiled,Indica,Long B
1842,IT,Italy,20/12/2021,26/12/2021,17,800.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1843,IT,Italy,08/11/2021,14/11/2021,11,800.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1844,IT,Italy,01/11/2021,07/11/2021,10,800.0,Tonne,2021/2022,Milled parboiled,Indica,Long B
1845,IT,Italy,19/11/2018,25/11/2018,12,640.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1846,IT,Italy,12/11/2018,18/11/2018,11,640.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1847,IT,Italy,11/03/2019,17/03/2019,28,720.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1848,IT,Italy,04/02/2019,10/02/2019,23,720.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1849,IT,Italy,31/12/2018,06/01/2019,18,680.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1850,IT,Italy,24/06/2019,30/06/2019,43,670.0,Tonne,2018/2019,Milled parboiled,Indica,Long B
1851,IT,Italy,25/11/2019,01/12/2019,13,750.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1852,IT,Italy,28/10/2019,03/11/2019,9,730.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1853,IT,Italy,04/05/2020,10/05/2020,36,830.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1854,IT,Italy,06/04/2020,12/04/2020,32,830.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1855,IT,Italy,23/03/2020,29/03/2020,30,740.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1856,IT,Italy,16/03/2020,22/03/2020,29,740.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1857,IT,Italy,24/02/2020,01/03/2020,26,740.0,Tonne,2019/2020,Milled parboiled,Indica,Long B
1988,IT,Italy,30/07/2001,05/08/2001,48,568.1,Tonne,2000/2001,Milled,Japonica,Lido
1989,IT,Italy,25/02/2002,03/03/2002,26,589.0,Tonne,2001/2002,Milled,Japonica,Lido
1990,IT,Italy,17/12/2001,23/12/2001,16,583.6,Tonne,2001/2002,Milled,Japonica,Lido
1991,IT,Italy,24/06/2002,30/06/2002,43,589.0,Tonne,2001/2002,Milled,Japonica,Lido
1992,IT,Italy,11/12/2000,17/12/2000,15,562.94,Tonne,2000/2001,Milled,Japonica,Lido
1993,IT,Italy,16/06/2003,22/06/2003,42,540.0,Tonne,2002/2003,Milled,Japonica,Lido
1994,IT,Italy,29/12/2003,04/01/2004,18,545.0,Tonne,2003/2004,Milled,Japonica,Lido
1995,IT,Italy,23/12/2002,29/12/2002,17,550.0,Tonne,2002/2003,Milled,Japonica,Lido
1996,IT,Italy,21/04/2003,27/04/2003,34,545.0,Tonne,2002/2003,Milled,Japonica,Lido
1997,IT,Italy,31/03/2003,06/04/2003,31,545.0,Tonne,2002/2003,Milled,Japonica,Lido
1998,IT,Italy,13/05/2002,19/05/2002,37,589.0,Tonne,2001/2002,Milled,Japonica,Lido
1999,IT,Italy,08/04/2002,14/04/2002,32,589.0,Tonne,2001/2002,Milled,Japonica,Lido
2000,IT,Italy,02/12/2002,08/12/2002,14,550.0,Tonne,2002/2003,Milled,Japonica,Lido
2001,IT,Italy,28/10/2002,03/11/2002,9,550.0,Tonne,2002/2003,Milled,Japonica,Lido
2002,IT,Italy,02/09/2002,08/09/2002,1,579.0,Tonne,2002/2003,Milled,Japonica,Lido
2003,IT,Italy,29/07/2002,04/08/2002,48,579.0,Tonne,2001/2002,Milled,Japonica,Lido
2004,IT,Italy,03/03/2003,09/03/2003,27,545.0,Tonne,2002/2003,Milled,Japonica,Lido
2005,IT,Italy,07/02/2005,13/02/2005,24,410.0,Tonne,2004/2005,Milled,Japonica,Lido
2006,IT,Italy,27/06/2005,03/07/2005,44,425.0,Tonne,2004/2005,Milled,Japonica,Lido
2007,IT,Italy,08/11/2004,14/11/2004,11,420.0,Tonne,2004/2005,Milled,Japonica,Lido
2008,IT,Italy,25/10/2004,31/10/2004,9,420.0,Tonne,2004/2005,Milled,Japonica,Lido
2009,IT,Italy,18/10/2004,24/10/2004,8,420.0,Tonne,2004/2005,Milled,Japonica,Lido
2010,IT,Italy,29/03/2004,04/04/2004,31,535.0,Tonne,2003/2004,Milled,Japonica,Lido
2011,IT,Italy,27/10/2003,02/11/2003,9,545.0,Tonne,2003/2004,Milled,Japonica,Lido
2012,IT,Italy,10/07/2006,16/07/2006,46,610.0,Tonne,2005/2006,Milled,Japonica,Lido
2013,IT,Italy,23/01/2006,29/01/2006,22,520.0,Tonne,2005/2006,Milled,Japonica,Lido
2014,IT,Italy,09/05/2005,15/05/2005,37,420.0,Tonne,2004/2005,Milled,Japonica,Lido
2015,IT,Italy,04/04/2005,10/04/2005,32,405.0,Tonne,2004/2005,Milled,Japonica,Lido
2016,IT,Italy,01/08/2005,07/08/2005,49,425.0,Tonne,2004/2005,Milled,Japonica,Lido
2017,IT,Italy,05/05/2008,11/05/2008,36,900.0,Tonne,2007/2008,Milled,Japonica,Lido
2018,IT,Italy,28/04/2008,04/05/2008,35,870.0,Tonne,2007/2008,Milled,Japonica,Lido
2019,IT,Italy,16/07/2007,22/07/2007,46,525.0,Tonne,2006/2007,Milled,Japonica,Lido
2020,IT,Italy,02/07/2007,08/07/2007,44,525.0,Tonne,2006/2007,Milled,Japonica,Lido
2021,IT,Italy,22/10/2007,28/10/2007,8,595.0,Tonne,2007/2008,Milled,Japonica,Lido
2022,IT,Italy,30/07/2007,05/08/2007,48,525.0,Tonne,2006/2007,Milled,Japonica,Lido
2023,IT,Italy,06/11/2006,12/11/2006,10,610.0,Tonne,2006/2007,Milled,Japonica,Lido
2024,IT,Italy,01/01/2007,07/01/2007,18,610.0,Tonne,2006/2007,Milled,Japonica,Lido
2025,IT,Italy,17/11/2008,23/11/2008,12,950.0,Tonne,2008/2009,Milled,Japonica,Lido
2026,IT,Italy,23/03/2009,29/03/2009,30,1000.0,Tonne,2008/2009,Milled,Japonica,Lido
2027,IT,Italy,22/09/2008,28/09/2008,4,1010.0,Tonne,2008/2009,Milled,Japonica,Lido
2028,IT,Italy,08/09/2008,14/09/2008,2,1010.0,Tonne,2008/2009,Milled,Japonica,Lido
2029,IT,Italy,08/12/2008,14/12/2008,15,900.0,Tonne,2008/2009,Milled,Japonica,Lido
2030,IT,Italy,03/03/2008,09/03/2008,27,645.0,Tonne,2007/2008,Milled,Japonica,Lido
2031,IT,Italy,14/01/2008,20/01/2008,20,605.0,Tonne,2007/2008,Milled,Japonica,Lido
2032,IT,Italy,30/06/2008,06/07/2008,44,1010.0,Tonne,2007/2008,Milled,Japonica,Lido
2033,IT,Italy,03/01/2011,09/01/2011,19,710.0,Tonne,2010/2011,Milled,Japonica,Lido
2034,IT,Italy,13/12/2010,19/12/2010,16,710.0,Tonne,2010/2011,Milled,Japonica,Lido
2035,IT,Italy,30/08/2010,05/09/2010,1,610.0,Tonne,2010/2011,Milled,Japonica,Lido
2036,IT,Italy,05/07/2010,11/07/2010,45,590.0,Tonne,2009/2010,Milled,Japonica,Lido
2037,IT,Italy,26/04/2010,02/05/2010,35,582.0,Tonne,2009/2010,Milled,Japonica,Lido
2038,IT,Italy,15/03/2010,21/03/2010,29,645.0,Tonne,2009/2010,Milled,Japonica,Lido
2039,IT,Italy,08/02/2010,14/02/2010,24,680.0,Tonne,2009/2010,Milled,Japonica,Lido
2040,IT,Italy,08/06/2009,14/06/2009,41,910.0,Tonne,2008/2009,Milled,Japonica,Lido
2041,IT,Italy,01/06/2009,07/06/2009,40,925.0,Tonne,2008/2009,Milled,Japonica,Lido
2042,IT,Italy,04/05/2009,10/05/2009,36,950.0,Tonne,2008/2009,Milled,Japonica,Lido
2043,IT,Italy,16/04/2012,22/04/2012,34,660.0,Tonne,2011/2012,Milled,Japonica,Lido
2044,IT,Italy,16/01/2012,22/01/2012,21,730.0,Tonne,2011/2012,Milled,Japonica,Lido
2045,IT,Italy,19/12/2011,25/12/2011,17,730.0,Tonne,2011/2012,Milled,Japonica,Lido
2046,IT,Italy,14/03/2011,20/03/2011,29,830.0,Tonne,2010/2011,Milled,Japonica,Lido
2047,IT,Italy,26/03/2012,01/04/2012,31,660.0,Tonne,2011/2012,Milled,Japonica,Lido
2048,IT,Italy,28/05/2012,03/06/2012,40,630.0,Tonne,2011/2012,Milled,Japonica,Lido
2049,IT,Italy,08/07/2013,14/07/2013,45,600.0,Tonne,2012/2013,Milled,Japonica,Lido
2050,IT,Italy,13/05/2013,19/05/2013,37,560.0,Tonne,2012/2013,Milled,Japonica,Lido
2051,IT,Italy,29/04/2013,05/05/2013,35,560.0,Tonne,2012/2013,Milled,Japonica,Lido
2052,IT,Italy,02/06/2014,08/06/2014,40,730.0,Tonne,2013/2014,Milled,Japonica,Lido
2053,IT,Italy,10/03/2014,16/03/2014,28,740.0,Tonne,2013/2014,Milled,Japonica,Lido
2054,IT,Italy,23/12/2013,29/12/2013,17,580.0,Tonne,2013/2014,Milled,Japonica,Lido
2055,IT,Italy,16/12/2013,22/12/2013,16,580.0,Tonne,2013/2014,Milled,Japonica,Lido
2056,IT,Italy,18/11/2013,24/11/2013,12,560.0,Tonne,2013/2014,Milled,Japonica,Lido
2057,IT,Italy,04/11/2013,10/11/2013,10,550.0,Tonne,2013/2014,Milled,Japonica,Lido
2058,IT,Italy,06/01/2014,12/01/2014,19,580.0,Tonne,2013/2014,Milled,Japonica,Lido
2059,IT,Italy,29/07/2013,04/08/2013,48,600.0,Tonne,2012/2013,Milled,Japonica,Lido
2060,IT,Italy,05/05/2014,11/05/2014,36,740.0,Tonne,2013/2014,Milled,Japonica,Lido
2061,IT,Italy,28/04/2014,04/05/2014,35,740.0,Tonne,2013/2014,Milled,Japonica,Lido
2081,IT,Italy,27/10/2014,02/11/2014,9,600.0,Tonne,2014/2015,Milled,Japonica,Ribe
2082,IT,Italy,13/04/2015,19/04/2015,33,750.0,Tonne,2014/2015,Milled,Japonica,Ribe
2083,IT,Italy,30/03/2015,05/04/2015,31,750.0,Tonne,2014/2015,Milled,Japonica,Ribe
2084,IT,Italy,23/03/2015,29/03/2015,30,750.0,Tonne,2014/2015,Milled,Japonica,Ribe
2105,IT,Italy,06/11/2000,12/11/2000,10,542.28,Tonne,2000/2001,Milled,Japonica,Rond
2106,IT,Italy,16/10/2000,22/10/2000,7,526.79,Tonne,2000/2001,Milled,Japonica,Rond
2107,IT,Italy,15/10/2001,21/10/2001,7,516.46,Tonne,2001/2002,Milled,Japonica,Rond
